carname,carprice,carbrand,cartype,powerway,timemark,car_motor,motor_type,car_gl,car_nj,battery_type,battery_tec,battery_brand,battery_cap,dir_way,bef_xg,aft_xg
跨越王X5 2022款 PLUS 2.0T柴油云内豪华版双排双后轮3600mm轴距2.85米载货汽车D20TCIF13,8.18万,长安跨越,微卡,柴油,2022.09,2.0T 116马力 L4,1999,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
跨越王X5 2022款 PLUS 2.0T柴油云内舒适版双排双后轮3600mm轴距3.05米载货汽车D20TCIF13,8.18万,长安跨越,微卡,柴油,2022.09,2.0T 116马力 L4,1999,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
跨越王X5 2022款 PLUS 2.0T柴油云内豪华版双排双后轮3600mm轴距3.05米载货汽车D20TCIF13,8.28万,长安跨越,微卡,柴油,2022.09,2.0T 116马力 L4,1999,4,L,5挡手动,5,手动变速箱(MT),,实心盘式,鼓式,手刹
领克06 PHEV 2023款 Remix Lite,暂无报价,领克,小型SUV,插电式混合动力,,1.5T 177马力 L3 插电式混动,1477,3,L,插电式混动 82马力,永磁/同步,60,160,7挡双离合,7,湿式双离合变速箱（DCT）
捷途大圣 2022款 1.6T DCT 王者SPORT,12.19万,奇瑞汽车,紧凑型SUV,汽油,2022.09,1.6T 197马力 L4,1598,4,L,7挡湿式双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,电子驻车
Hipercar 2022款 Prototype,暂无报价,,,,,,,,,,,,,,,
X-BOW 2022款 GT-XR,暂无报价,,,,,,,,,,,,,,,
挑战者 2023款 Scat Pack Swinger,暂无报价,,,,,,,,,,,,,,,
Charger 2023款 Scat Pack Swinger,暂无报价,,,,,,,,,,,,,,,
Charger 2023款 Super Bee,暂无报价,,,,,,,,,,,,,,,
Kwid 2022款 Outsider 拉美版,暂无报价,,汽油,,,,,,,,,,,,,
Kwid 2022款 Intense 拉美版,暂无报价,,汽油,,,,,,,,,,,,,
华夏领舰HX-1 2022款 410通用版,14.68万,华夏领舰,中型SUV,纯电动,2022.09,纯电动 204马力,永磁/同步,150,320,三元锂电池,南京创源天地,首任车主不限年限/里程（责任免除条款以官方为准）,15.0,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
Hipercar 2022款 基本型,暂无报价,,,,,,,,,,,,,,,
领克06 2023款 Remix 1.5T Hero,13.98万,领克,小型SUV,汽油,2022.09,1.5T 181马力 L4,1499,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
华夏领舰HX-1 2022款 520豪华版,19.68万,华夏领舰,中型SUV,纯电动,2022.09,纯电动 204马力,永磁/同步,150,320,三元锂电池,孚能科技,首任车主不限年限/里程（责任免除条款以官方为准）,15.6,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
领克06 PHEV 2023款 Remix Shero,17.18万,领克,小型SUV,插电式混合动力,2022.09,1.5T 177马力 L3 插电式混动,1477,3,L,插电式混动 82马力,永磁/同步,60,160,7挡双离合,7,湿式双离合变速箱（DCT）
华夏领舰HX-1 2022款 520VIP定制版,23.68万,华夏领舰,中型SUV,纯电动,2022.09,纯电动 204马力,永磁/同步,150,320,三元锂电池,孚能科技,首任车主不限年限/里程（责任免除条款以官方为准）,15.6,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
华凯新能源 2022款 纯电动厢式运输车MJC5030XXYBEV3,14.68万,明君汽车,微面,纯电动,2022.09,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,5年或20万公里,41.86,"快充2小时
慢充16小时",后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
华凯新能源 2022款 纯电动厢式运输车MJC5030XXYBEV4,15.68万,明君汽车,微面,纯电动,2022.09,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,5年或20万公里,41.86,"快充2小时
慢充16小时",后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
MG MULAN 2022款 四驱试装车,暂无报价,,纯电动,,,,,,,,,,,,,
小蚂蚁 2022款 甜粉款 微糖版 磷酸铁锂 29.2kWh 30kW 301km,7.99万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 41马力,永磁/同步,30,120,磷酸铁锂电池,国轩高科,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
小蚂蚁 2022款 甜粉款 半糖版 磷酸铁锂 29.2kWh 30kW 301km,8.29万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 41马力,永磁/同步,30,120,磷酸铁锂电池,国轩高科,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
小蚂蚁 2022款 甜粉款 全糖版 磷酸铁锂 29.2kWh 30kW 301km,8.6万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 41马力,永磁/同步,30,120,磷酸铁锂电池,国轩高科,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
格瑞维亚 2022款 2.5L混动 旗舰版,41.08万,一汽丰田,中大型MPV,油电混合,2022.12,192马力 2.5L L4 油电混动,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
格瑞维亚 2022款 2.5L混动 舒适版,暂无报价,一汽丰田,中大型MPV,油电混合,,192马力 2.5L L4 油电混动,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
格瑞维亚 2022款 2.5L混动 豪华版,暂无报价,一汽丰田,中大型MPV,油电混合,,192马力 2.5L L4 油电混动,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
格瑞维亚 2022款 2.5L混动 尊贵版,35.58万,一汽丰田,中大型MPV,油电混合,2022.12,192马力 2.5L L4 油电混动,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
格瑞维亚 2022款 2.5L混动 尊爵版,38.68万,一汽丰田,中大型MPV,油电混合,2022.12,192马力 2.5L L4 油电混动,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
格瑞维亚 2022款 2.5L混动 尊贵福祉版,39.18万,一汽丰田,中大型MPV,油电混合,2022.12,192马力 2.5L L4 油电混动,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
小蚂蚁 2022款 甜粉款 半糖版 三元锂 40.3kWh 30kW 408km,9.79万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 41马力,永磁/同步,30,120,三元锂电池,多氟多新能源,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
小蚂蚁 2022款 甜粉款 半糖版 三元锂 40.3kWh 55kW 408km,9.89万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 75马力,永磁/同步,55,150,三元锂电池,多氟多新能源,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
小蚂蚁 2022款 甜粉款 全糖版 三元锂 40.3kWh 55kW 408km,10.3万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 75马力,永磁/同步,55,150,三元锂电池,多氟多新能源,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
小蚂蚁 2022款 魅 罗曼司 磷酸铁锂 29.2kWh,8.952万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 41马力,永磁/同步,30,120,磷酸铁锂电池,国轩高科,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
小蚂蚁 2022款 魅 洛可可 磷酸铁锂 29.2kWh,9.552万,奇瑞新能源,微型车,纯电动,2022.09,纯电动 41马力,永磁/同步,30,120,磷酸铁锂电池,国轩高科,首任车主不限年限/里程(责任免除条款以官方为准),140.0,后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
Recon 2023款 基本型,暂无报价,Jeep(进口),紧凑型SUV,,,,,,,,,,,,,
Wagoneer S 2023款 concept,暂无报价,Jeep(进口),大型SUV,,,,,,,,,,,,,
Avenger 2022款 基本型,暂无报价,,,,,,,,,,,,,,,
总裁 2014款 3.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
探界者EV 2023款 3LT 北美版,暂无报价,,,,,,,,,,,,,,,
探界者EV 2023款 3RS 北美版,暂无报价,,,,,,,,,,,,,,,
探界者EV 2023款 1LT 北美版,暂无报价,,,,,,,,,,,,,,,
Ranger(进口) 2022款 MS-RT Limited Edition 英国版,暂无报价,,,,,,,,,,,,,,,
捷尼赛思GV60 EV 2023款 美国版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
中兴1949 2022款 改款 2.3T商用版柴油手动两驱豪华型,14.29万,,柴油,,2.3T 163马力 L4,120(163Ps),2298,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.3T商用版柴油手动两驱超豪华型,15.59万,,柴油,,2.3T 163马力 L4,120(163Ps),2298,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.3T商用版柴油手动四驱豪华型,15.59万,,柴油,,2.3T 163马力 L4,120(163Ps),2298,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.3T商用版柴油手动四驱超豪华型,16.89万,,柴油,,2.3T 163马力 L4,120(163Ps),2298,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.3T商用版柴油手动两驱尊贵型,17.99万,,柴油,,2.3T 163马力 L4,120(163Ps),2298,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.0T乘用版汽油自动两驱豪华型,15.49万,,汽油,,2.0T 197马力 L4,145(197Ps),1967,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.0T乘用版汽油自动两驱超豪华型,16.79万,,汽油,,2.0T 197马力 L4,145(197Ps),1967,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.0T乘用版汽油自动四驱豪华型,16.79万,,汽油,,2.0T 197马力 L4,145(197Ps),1967,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.0T乘用版汽油自动四驱超豪华型,18.09万,,汽油,,2.0T 197马力 L4,145(197Ps),1967,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.0T乘用版汽油自动两驱尊贵型,19.49万,,汽油,,2.0T 197马力 L4,145(197Ps),1967,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款  2.0T乘用版汽油自动四驱尊贵型,20.99万,,汽油,,2.0T 197马力 L4,145(197Ps),1967,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
中兴1949 2022款 改款 2.3T竞技版柴油手动四驱尊贵型,19.49万,,柴油,,2.3T 163马力 L4,120(163Ps),2298,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
 0款 ,暂无报价,,,,,,,,,,,,,,,
Hilux 2014款 2.7L 手动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
悦虎 2021款 改款 32.85KWh 两驱精灵版,8.18万,大运汽车,小型SUV,纯电动,2022.09,纯电动 84马力,永磁/同步,62,220,三元锂电池,盟固利,8年或12万公里,140.0,前置前驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
威然 2023款 330TSI 豪华版,30.98万,上汽大众,中大型MPV,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
威然 2023款 380TSI 尊贵型,36.28万,上汽大众,中大型MPV,汽油,2022.09,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
威然 2023款 380TSI 尊驰版,32.48万,上汽大众,中大型MPV,汽油,2022.09,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
威然 2023款 330TSI 商务版,28.98万,上汽大众,中大型MPV,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
威然 2023款 380TSI 旗舰型,40.28万,上汽大众,中大型MPV,汽油,2022.09,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
岚图FREE 2022款 超长续航纯电版,39.36万,岚图汽车,中大型SUV,纯电动,2022.09,纯电动 490马力,永磁/同步,160,720,三元锂电池,8年或12万公里,106,"快充0.75小时
慢充10小时",双电机四驱,电动四驱,双叉臂式独立悬挂
大蛇 2010款 3.5T 自动 后驱 2座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
捷尼赛思G80 EV 2022款 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
捷尼赛思GV60 EV 2022款 AWD 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
总裁 2015款 3.0T 自动 后驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
奇骏 2022款 e-POWER基本型,暂无报价,,,,,,,,,,,,,,,
熊猫mini 2023款 120km 超萌熊,4.29万,吉利汽车,微型车,纯电动,2023.02,纯电动 27马力,永磁/同步,20,85,磷酸铁锂电池,国轩高科,8年或12万公里,136.1,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
兰德酷路泽 2020款 4.5L 自动 四驱 7座 平行进口,暂无报价,,柴油,,,,,,,,,,,,,
哈弗二代大狗 2023款 2.0T 四驱基本型,暂无报价,长城汽车,中型SUV,汽油,,2.0T 238马力 L4,1998,4,L,,,,,通风盘式,实心盘式,
哈弗二代大狗 2023款 2.0T 两驱基本型,暂无报价,长城汽车,中型SUV,汽油,,2.0T 238马力 L4,1998,4,L,,,,,通风盘式,实心盘式,
宝来 2023款 300TSI DSG基本型,暂无报价,一汽-大众,紧凑型车,汽油,,1.5T 160马力 L4,1498,4,L,7挡干式双离合变速箱（DCT）,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,
本田CR-V PHEV 2023款 锐·混动e+ 2.0L 高配,暂无报价,东风本田,紧凑型SUV,插电式混合动力,,2.0L 150马力 L4 插电式混合动力,1993,4,L,插电式混动 184马力,永磁/同步,135,315,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
T-ROC探歌 2023款 300TSI DSG 基本型,暂无报价,,,,,,,,,,,,,,,
风光580 PHEV 2023款 基本型,暂无报价,,,,,,,,,,,,,,,
飞凡F7 2023款 四驱版,暂无报价,飞凡汽车,中大型车,纯电动,,纯电动,,,,三元锂电池,上汽时代,,,双电机四驱,电动四驱,双叉臂式独立悬挂
江南U2 2023款 基本型,暂无报价,,,,,,,,,,,,,,,
普拉多 2017款 2.7L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
普拉多(进口) 2009款 2.7L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2016款 4.0L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2010款 4.0L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
奥迪Q6 2022款 40TFSI quattro 观云型Light 羽林套装,45.96万,上汽奥迪,中大型SUV,汽油,2022.09,2.0T 231马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
奥迪Q6 2022款 40TFSI quattro 观云型Light 飞骑套装,46.76万,上汽奥迪,中大型SUV,汽油,2022.09,2.0T 231马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
奥迪Q6 2022款 45TFSI quattro 齐云型Light 羽林套装,49.96万,上汽奥迪,中大型SUV,汽油,2022.09,2.0T 265马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
奥迪Q6 2022款 45TFSI quattro 齐云型Light 飞骑套装,50.76万,上汽奥迪,中大型SUV,汽油,2022.09,2.0T 265马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
Metris 2017款 2.0T 自动 后驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
雷克萨斯LS 1993款 4.0L 自动 后驱 5座 ,暂无报价,,柴油,,,,,,,,,,,,,
兰德酷路泽 2018款 4.6L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2018款 4.0L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
总裁 2013款 3.0T 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
帕杰罗 2017款 3.8L 自动 四驱 7座 ,暂无报价,,汽油,,,,,,,,,,,,,
揽胜 2019款 3.0T 自动 四驱 4座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽(进口) 2019款 4.0L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
途乐 2019款 5.6L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
凯雷德ESCALADE 2017款 6.2L 自动 四驱 4座 ,暂无报价,,汽油,,,,,,,,,,,,,
奥迪Q3 2015款 2.0T 自动 前驱 5座 原厂定制版,暂无报价,,,,,,,,,,,,,,,
坦途 2018款 3.5L 自动 四驱 4座 ,暂无报价,,汽油,,,,,,,,,,,,,
奔驰GLS 2020款 3.0T 自动 四驱 6座 ,暂无报价,,48V轻混系统,,,,,,,,,,,,,
Cayman 2018款 2.0T 自动 四驱 2座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
宝马X5 2012款 3.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
奥迪S4 2020款 3.0T 手动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2016款 5.7L 自动 四驱 8座 ,暂无报价,,汽油,,,,,,,,,,,,,
依维柯褒迪 2016款 3.0T 手动 后驱 6座 原厂定制版,暂无报价,,柴油,,,,,,,,,,,,,
兰德酷路泽 2012款 4.0L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
宝马7系 2016款 3.0T 自动 后驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
帕杰罗 2019款 3.8L 自动 四驱 7座 ,暂无报价,,汽油,,,,,,,,,,,,,
Lorinser LS系列 2022款 LS600MX,暂无报价,,,,,,,,,,,,,,,
冒险家PHEV(海外) 2023款 Grand Touring 美国版,暂无报价,,,,,,,,,,,,,,,
冒险家(海外) 2023款 Reserve 美国版,暂无报价,,,,,,,,,,,,,,,
冒险家(海外) 2023款 Grand Touring 美国版,暂无报价,,,,,,,,,,,,,,,
Lorinser LS系列 2022款 LS570MX 天舟,98.8万,罗伦士,中大型MPV,汽油,2022.09,2.0T 211马力 L4,1991,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
大众ID.4(海外) 2022款 ID. XTREME Concept,暂无报价,,,,,,,,,,,,,,,
大众ID.5 2022款 GTX Xcite Concept,暂无报价,,,,,,,,,,,,,,,
阿斯顿·马丁DBX 2023款 707 美国版,暂无报价,,,,,,,,,,,,,,,
凯翼昆仑 2023款 500 2.0T 基本型,暂无报价,,汽油,,2.0T 254马力 L4,187(254Ps),1998,4,L,7挡湿式双离合变速箱（DCT）,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
凯翼昆仑 2023款 300 1.6T 基本型,暂无报价,,汽油,,1.6T 197马力 L4,145(197Ps),1598,4,L,7挡湿式双离合变速箱（DCT）,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
沃尔沃V60 2023款 B4 智逸豪华版,30.43万,沃尔沃(进口),中型车,48V轻混系统,2022.09,2.0T 197马力 L4,1969,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
沃尔沃V60 2023款 B5 智远豪华版,35.18万,沃尔沃(进口),中型车,48V轻混系统,2022.09,2.0T 250马力 L4,1969,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
沃尔沃V60 2023款 B5 智远运动版,35.18万,沃尔沃(进口),中型车,48V轻混系统,2022.09,2.0T 250马力 L4,1969,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
沃尔沃V60 2023款 B5 智雅运动版,39.58万,沃尔沃(进口),中型车,48V轻混系统,2022.09,2.0T 250马力 L4,1969,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
锐程PLUS 2023款 1.5T DCT豪华型,9.99万,长安汽车,紧凑型车,汽油,2022.09,1.5T 188马力 L4,1494,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
锐程PLUS 2023款 1.5T DCT尊贵型,10.79万,长安汽车,紧凑型车,汽油,2022.09,1.5T 188马力 L4,1494,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
锐程PLUS 2023款 1.5T DCT领航型,11.59万,长安汽车,紧凑型车,汽油,2022.09,1.5T 188马力 L4,1494,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
锐程PLUS 2023款 1.5T DCT旗舰型,12.29万,长安汽车,紧凑型车,汽油,2022.09,1.5T 188马力 L4,1494,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕杰罗(进口) 2017款 3.8L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
科鲁泽 2023款 1.5L 双离合乐享版,9.49万,上汽通用雪佛兰,紧凑型车,汽油,2022.09,1.5L 113马力 L4,1485,4,L,6挡湿式双离合,6,双离合变速箱(DCT),,通风盘式,实心盘式,电子驻车
科鲁泽 2023款 1.5L 双离合悦享版,10.09万,上汽通用雪佛兰,紧凑型车,汽油,2022.09,1.5L 113马力 L4,1485,4,L,6挡湿式双离合,6,双离合变速箱(DCT),,通风盘式,实心盘式,电子驻车
科鲁泽 2023款 1.3T 轻混自动尊享版,10.89万,上汽通用雪佛兰,紧凑型车,48V轻混系统,2022.09,1.3T 163马力 L3 48V轻混系统,1349,3,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
 0款 ,暂无报价,,,,,,,,,,,,,,,
途乐 2020款 4.0L 自动 四驱 7座 ,暂无报价,,汽油,,,,,,,,,,,,,
本田CR-V PHEV 2023款 锐·混动e+ 2.0L 中配,暂无报价,东风本田,紧凑型SUV,插电式混合动力,2021.02,2.0L 150马力 L4 插电式混合动力,1993,4,L,插电式混动 184马力,永磁/同步,135,315,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
本田CR-V PHEV 2023款 锐·混动e+ 2.0L 低配,暂无报价,东风本田,紧凑型SUV,插电式混合动力,2021.02,2.0L 150马力 L4 插电式混合动力,1993,4,L,插电式混动 184马力,永磁/同步,135,315,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
本田BR-V 2022款 南非版,暂无报价,,汽油,,1.5L 131马力 L4 直喷发动机 国V,96(131Ps),1498,4,L,,,,,,,
WALD普拉多 2022款 150 Black Bison Edition,暂无报价,WALD汽车,中大型SUV,,,,,,,,,,,,,
G-Power宝马M5 2022款 G5M CS Hurricane RR,暂无报价,,,,,,,,,,,,,,,
标致308 EV 2023款 E-308,暂无报价,,,,,,,,,,,,,,,
标致308 EV 2023款 E-308 SW,暂无报价,,,,,,,,,,,,,,,
Manhart BMW X4 M 2022款 600,暂无报价,,,,,,,,,,,,,,,
Novitec MC20 2022款 Coupé ,暂无报价,,,,,,,,,,,,,,,
奇骏 2022款 VC-Turbo 300 CVT 2WD星月限定版,17.99万,东风日产,紧凑型SUV,汽油,2022.09,1.5T 204马力 L3,1497,3,L,CVT无级变速(模拟8挡),无级变速,无级变速箱(CVT),,通风盘式,通风盘式,电子驻车
Taycan 2020款 后驱 5座 纯电动 原厂定制版,暂无报价,,纯电动,,,,,,,,,,,,,
帕杰罗 2017款 3.8L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽(进口) 2018款 4.0L 自动 四驱 7座 ,暂无报价,,汽油,,,,,,,,,,,,,
奥迪A5 2023款 Sportback 40 TFSI 时尚动感型,38.58万,奥迪(进口),中型车,汽油,2022.09,2.0T 204马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奥迪A5 2023款 Sportback 40 TFSI quattro 豪华动感型,41.88万,奥迪(进口),中型车,汽油,2022.09,2.0T 204马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奥迪A5 2023款 Sportback 45 TFSI quattro 臻选动感型,49.88万,奥迪(进口),中型车,汽油,2022.09,2.0T 265马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
雷克萨斯RX 2023款 350 Premium 美国版,暂无报价,,,,,,,,,,,,,,,
雷克萨斯RX 2023款 350 AWD Luxury 美国版,暂无报价,,,,,,,,,,,,,,,
雷克萨斯RX 2023款 350h AWD Luxury 美国版,暂无报价,,,,,,,,,,,,,,,
兰德酷路泽 2015款 4.6L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
卫士 2023款 110 3.0T P400 75周年特别版,95.8万,路虎(进口),中大型SUV,48V轻混系统,2022.12,3.0T 400马力 L6 48V轻混系统,2996,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
卫士 2023款 90 3.0T P400 75周年特别版,89.8万,路虎(进口),中大型SUV,48V轻混系统,2022.12,3.0T 400马力 L6 48V轻混系统,2996,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
Centodieci 2022款 基本型,暂无报价,,,,,,,,,,,,,,,
VelociRaptor 2022款 6x6,暂无报价,,,,,,,,,,,,,,,
宝马4系 2022款 430i 双门轿跑车特别版,51.91万,宝马(进口),中型车,汽油,2022.09,2.0T 245马力 L4,1998,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马4系 2022款 425i 四门轿跑车特别版,44.66万,宝马(进口),中型车,汽油,2022.09,2.0T 184马力 L4,1998,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
福特F-150 Raptor 2022款 3.5L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
高尔夫 2023款 200TSI DSG Pro,14.28万,一汽-大众,紧凑型车,汽油,2022.11,1.2T 116马力 L4,1197,4,L,7挡双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
